Date,Recorder,Site,Block,Group,Plot,Quadrant,Species (Nell),Species,Cover,Notes,what3words,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,4,R repens,Ranunculus repens,5,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,4,sticks,sticks,2,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,4,moss,moss,2,,firming.golf.gazette,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,Fleabane,Pulicaria dysenterica,30,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,Ragwort,Senecio jacobaea,10,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,T repens,Trifolium repens,25,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,Dandelion,Taraxacum officinale,1,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,H. lanatus,Holcus lanatus,40,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,dead stems,Senecio jacobaea,4,dead,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,Dry hairy grass,Vulpia bromoides,1,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,Blackthorn,Prunus spinosa,3,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,Grass - agrostis sp?,Agrostis stolonifera,18,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,Holcus mollis,Holcus mollis,1,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,C. fontanum,Cerastium fontanum,2,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,red stem leaves red to light green,shoot,0.1,too small to ID,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,bare soil,bare soil,5,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,dead leaves,dead leaves,5,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,forget-me-not,Myosotis arvensis,0.5,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,1,tiny plant,shoot,0.1,too small to ID,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,2,Fleabane,Pulicaria dysenterica,50,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,2,Ragwort,Senecio jacobaea,6,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,2,T repens,Trifolium repens,15,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,2,H. lanatus,Holcus lanatus,65,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,2,Dry hairy grass,Vulpia bromoides,3,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,2,dead stems,Senecio jacobaea,2,dead,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,2,C. fontanum,Cerastium fontanum,3,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,2,Grass - agrostis sp?,Agrostis capillaris,3,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,2,dead leaves,dead leaves,5,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,2,moss,moss,5,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,2,shoot,Prunus spinosa,0.1,sapling,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,Fleabane,Pulicaria dysenterica,25,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,Ragwort,Senecio jacobaea,9,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,T repens,Trifolium repens,25,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,H. lanatus,Holcus lanatus,55,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,Dry hairy grass,Vulpia bromoides,1,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,C. fontanum,Cerastium fontanum,1,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,Grass - agrostis sp?,Agrostis capillaris,2,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,dead leaves,dead leaves,2,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,moss,moss,25,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,rose sapling / shoot,Rosa canina,1,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,Dandelion,Taraxacum officinale,2,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,Spiky leaves - different dandelion?,Cirsium arvense,0.5,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,vetch,Vicia hirsuta,0.1,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,different sapling,shoot,0.1,too small to ID,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,3,Mystery plant,Senecio erucifolius,1.5,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,4,Fleabane,Pulicaria dysenterica,20,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,4,Ragwort,Senecio jacobaea,10,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,4,T repens,Trifolium repens,30,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,4,Dandelion,Taraxacum officinale,2,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,4,H. lanatus,Holcus lanatus,50,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,4,dead stems,Senecio jacobaea,4,dead,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,4,Dry hairy grass,Vulpia bromoides,5,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,4,C. fontanum,Cerastium fontanum,1,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,4,moss,moss,50,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,4,rose sapling / shoot,Rosa canina,0.5,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,112,4,Mystery plant,Senecio erucifolius,1.5,,derailed.chief.argued,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,bare soil,bare soil,45,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,animal droppings,animal droppings,2,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,Grass - agrostis sp?,Holcus mollis,22,Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,Grass - agrostis sp?,Poa trivialis,22,Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,Rumex sp,Rumex sanguineus,3,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,dead leaves,dead leaves,15,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,sticks,sticks,5,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,shoot 1 - round leaves - could be Ragwort?,Senecio jacobaea,0.5,too small to ID,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,shoot 2 - fine serrated leaves,Prunus spinosa,0.1,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,"square stem, fluffy paired leaves",Veronica chamaedrys,0.5,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,Dandelion sp,Taraxacum officinale,1,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,tiny shoot,shoot,0.1,too small to ID,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,tiny shoot 2,shoot,0.1,too small to ID,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,2,bare soil,bare soil,15,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,2,animal droppings,animal droppings,0.5,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,Grass - agrostis sp?,Holcus mollis,40,Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,Grass - agrostis sp?,Poa trivialis,40,Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,2,dead leaves,dead leaves,20,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,2,sticks,sticks,3,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,2,Dandelion sp,Taraxacum officinale agg,0.5,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,2,bramble,Rubus fruticosus,10,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,2,senesced grass,senesced grass,50,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,2,tiny shoot,shoot,0.1,too small to ID,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,3,bare soil,bare soil,50,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,Grass - agrostis sp?,Holcus mollis,22,Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,Grass - agrostis sp?,Poa trivialis,22,Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,3,dead leaves,dead leaves,20,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,3,sticks,sticks,15,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,3,senesced grass,senesced grass,5,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,3,blackthorn,Prunus spinosa,5,shoots,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,4,bare soil,bare soil,15,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,4,animal droppings,animal droppings,1,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,Grass - agrostis sp?,Holcus mollis,42,Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,1,Grass - agrostis sp?,Poa trivialis,42,Was a mix of H. mollis and P. trivialis - split the grass percentage cover in half,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,4,dead leaves,dead leaves,10,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,4,Dandelion sp,Taraxacum officinale,1,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,4,sticks,sticks,5,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,4,senesced grass,senesced grass,5,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,4,dead sapling,shoot,0.1,dead,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,4,tiny shoot,shoot,0.1,too small to ID,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,113,4,paired fluffy leaves - not mint (not same as Q1),Prunella vulgaris,1,,wobbling.massing.director,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133*,NA,water,water,100,abandoned site,,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133*,NA,submerged branches,branches,100,abandoned site,,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,hawthorn,Crataegus monogyna,0,overhang - 75,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,bramble,Rubus fruticosus,0,overhang - 50,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,willow,Salix sp,0,overhang - 100,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,mint,Mentha aquatica,45,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,buttercup?,Geum urbanum,2,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,Rumex sp,Rumex sanguineus,4,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,Grass - agrostis sp?,Agrostis stolonifera,40,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,dead leaves,dead leaves,75,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,shoot with round leaves,Cardamine pratensis,0.5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,bracken,bracken,1,dead,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,V. chamaedrys,Veronica chamaedrys,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,water dropwort,Oenanthe crocata,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,moss,moss,5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,sticks,sticks,5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,nettle,Urtica dioica,3,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,tiny shoot,shoot,0.1,too small to ID,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,1,"very skinny, leaves in 4s",Galium saxatile,0.1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,2,hawthorn,Crataegus monogyna,0,overhang - 75,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,2,bramble,Rubus fruticosus,0,overhang - 50,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,2,willow,Salix sp,0,overhang - 100,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,2,mint,Mentha aquatica,10,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,2,V. chamaedrys,Veronica chamaedrys,5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,2,Grass - agrostis sp?,Agrostis stolonifera,35,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,2,dead leaves,dead leaves,85,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,2,moss,moss,2,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,2,sticks,sticks,5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,2,Rumex sp,Rumex sanguineus,0.5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,2,tiny shoot,shoot,0.1,too small to ID,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,hawthorn,Crataegus monogyna,0,overhang - 75,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,bramble,Rubus fruticosus,0,overhang - 50,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,willow,Salix sp,0,overhang - 100,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,mint,Mentha aquatica,35,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,nettle,Urtica dioica,10,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,Grass - agrostis sp?,Agrostis stolonifera,55,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,dead leaves,dead leaves,75,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,moss,moss,6,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,sticks,sticks,5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,shoot with round leaves,Cardamine pratensis,2,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,"very skinny, leaves in 4s",Galium saxatile,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,"shoot - hairy, alternate leaves",shoot,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,3,Ragwort,Senecio jacobaea,3,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,hawthorn,Crataegus monogyna,0,overhang - 75,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,bramble,Rubus fruticosus,0,overhang - 50,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,willow,Salix sp,0,overhang - 100,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,mint,Mentha aquatica,20,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,nettle,Urtica dioica,8,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,Grass - agrostis sp?,Agrostis stolonifera,25,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,dead leaves,dead leaves,98,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,moss,moss,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,sticks,sticks,2,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,"very skinny, leaves in 4s",Galium palustre,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,water dropwort,Oenanthe crocata,6,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,Ivy,Hedera helix,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,shoot with round leaves,shoot,0.1,too small to ID,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,S,Y,133,4,Rumex sp,Rumex sp,2,damaged,elastic.concluded.runways,
