Date,Recorder,Site,Block,Plot,Quadrant,Species (Nell),Species,Cover,Notes,what3words,survey
,Nell Pates,Boothby,S,112,3,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,112,3,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,112,4,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,112,4,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,121,1,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,121,1,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,121,2,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,121,2,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,121,3,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,121,3,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,121,4,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,121,4,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,223,1,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,223,1,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,223,2,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,223,2,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,223,3,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,223,3,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,223,4,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,223,4,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,231,1,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,231,1,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,231,2,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,231,2,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,231,3,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,231,3,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,231,4,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,231,4,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,232,1,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,232,1,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,232,2,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,232,2,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,232,3,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,232,3,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,232,4,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,232,4,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,312,1,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,S,312,1,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,S,312,2,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,S,312,2,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,S,312,3,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,S,312,3,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,S,312,4,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,S,312,4,bare soil,bare soil,55,,,C
